candidate,county,district,party,votes,election_date,state,scope,office
"George A. Amedore, Jr.",Greene,46,REP,12672,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,REP,11427,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,REP,15386,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,REP,11755,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,REP,16483,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,REP,67723,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,CON,1799,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,CON,1614,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,CON,2238,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,CON,1990,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,CON,2940,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,CON,10581,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,GRN,237,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,GRN,191,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,GRN,316,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,GRN,173,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,GRN,582,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,GRN,1499,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Greene,46,WOR,512,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Montgomery,46,WOR,367,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Albany,46,WOR,913,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Schenectady,46,WOR,355,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Ulster,46,WOR,2450,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Total,46,WOR,4597,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,IND,617,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,IND,594,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,IND,1090,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,IND,772,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,IND,1358,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,IND,4431,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Greene,46,WEP,150,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Montgomery,46,WEP,114,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Albany,46,WEP,343,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Schenectady,46,WEP,144,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Ulster,46,WEP,531,2016-11-08,NY,general,State Senate
Sara K. Niccoli,Total,46,WEP,1282,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,REF,81,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,REF,89,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,REF,117,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,REF,78,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,REF,117,2016-11-08,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,REF,482,2016-11-08,NY,general,State Senate
Blank,Greene,46,,1141,2016-11-08,NY,general,State Senate
Blank,Montgomery,46,,869,2016-11-08,NY,general,State Senate
Blank,Albany,46,,1341,2016-11-08,NY,general,State Senate
Blank,Schenectady,46,,612,2016-11-08,NY,general,State Senate
Blank,Ulster,46,,3094,2016-11-08,NY,general,State Senate
Blank,Total,46,,7057,2016-11-08,NY,general,State Senate
Void,Greene,46,,5,2016-11-08,NY,general,State Senate
Void,Montgomery,46,,16,2016-11-08,NY,general,State Senate
Void,Albany,46,,56,2016-11-08,NY,general,State Senate
Void,Schenectady,46,,19,2016-11-08,NY,general,State Senate
Void,Ulster,46,,32,2016-11-08,NY,general,State Senate
Void,Total,46,,128,2016-11-08,NY,general,State Senate
Scattering,Greene,46,,18,2016-11-08,NY,general,State Senate
Scattering,Montgomery,46,,3,2016-11-08,NY,general,State Senate
Scattering,Albany,46,,16,2016-11-08,NY,general,State Senate
Scattering,Schenectady,46,,11,2016-11-08,NY,general,State Senate
Scattering,Ulster,46,,12,2016-11-08,NY,general,State Senate
Scattering,Total,46,,60,2016-11-08,NY,general,State Senate
Total,Greene,46,,22325,2016-11-08,NY,general,State Senate
Total,Montgomery,46,,19274,2016-11-08,NY,general,State Senate
Total,Albany,46,,33310,2016-11-08,NY,general,State Senate
Total,Schenectady,46,,20531,2016-11-08,NY,general,State Senate
Total,Ulster,46,,46592,2016-11-08,NY,general,State Senate
Total,Total,46,,142032,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Lewis,47,REP,8033,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Oneida,47,REP,51258,2016-11-08,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,REP,9033,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Total,47,REP,68324,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Lewis,47,CON,881,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Oneida,47,CON,6676,2016-11-08,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,CON,1044,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Total,47,CON,8601,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Lewis,47,IND,749,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Oneida,47,IND,7064,2016-11-08,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,IND,1126,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Total,47,IND,8939,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Lewis,47,REF,59,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Oneida,47,REF,1169,2016-11-08,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,REF,162,2016-11-08,NY,general,State Senate
Joseph A. Griffo,Total,47,REF,1390,2016-11-08,NY,general,State Senate
Blank,Lewis,47,,1719,2016-11-08,NY,general,State Senate
Blank,Oneida,47,,20089,2016-11-08,NY,general,State Senate
Blank,St.Lawrence,47,,4733,2016-11-08,NY,general,State Senate
Blank,Total,47,,26541,2016-11-08,NY,general,State Senate
Void,Lewis,47,,0,2016-11-08,NY,general,State Senate
Void,Oneida,47,,0,2016-11-08,NY,general,State Senate
Void,St.Lawrence,47,,0,2016-11-08,NY,general,State Senate
Void,Total,47,,0,2016-11-08,NY,general,State Senate
Scattering,Lewis,47,,14,2016-11-08,NY,general,State Senate
Scattering,Oneida,47,,240,2016-11-08,NY,general,State Senate
Scattering,St.Lawrence,47,,45,2016-11-08,NY,general,State Senate
Scattering,Total,47,,299,2016-11-08,NY,general,State Senate
Total,Lewis,47,,11455,2016-11-08,NY,general,State Senate
Total,Oneida,47,,86496,2016-11-08,NY,general,State Senate
Total,St.Lawrence,47,,16143,2016-11-08,NY,general,State Senate
Total,Total,47,,114094,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,REP,25564,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,REP,29997,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,REP,13635,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Total,48,REP,69196,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,CON,2714,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,CON,4117,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,CON,1481,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Total,48,CON,8312,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,IND,2987,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,IND,3855,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,IND,1445,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Total,48,IND,8287,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,REF,317,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,REF,512,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,REF,183,2016-11-08,NY,general,State Senate
Patricia A. Ritchie,Total,48,REF,1012,2016-11-08,NY,general,State Senate
Blank,Jefferson,48,,6821,2016-11-08,NY,general,State Senate
Blank,Oswego,48,,9822,2016-11-08,NY,general,State Senate
Blank,St.Lawrence,48,,3660,2016-11-08,NY,general,State Senate
Blank,Total,48,,20303,2016-11-08,NY,general,State Senate
Void,Jefferson,48,,29,2016-11-08,NY,general,State Senate
Void,Oswego,48,,12,2016-11-08,NY,general,State Senate
Void,St.Lawrence,48,,0,2016-11-08,NY,general,State Senate
Void,Total,48,,41,2016-11-08,NY,general,State Senate
Scattering,Jefferson,48,,109,2016-11-08,NY,general,State Senate
Scattering,Oswego,48,,140,2016-11-08,NY,general,State Senate
Scattering,St.Lawrence,48,,61,2016-11-08,NY,general,State Senate
Scattering,Total,48,,310,2016-11-08,NY,general,State Senate
Total,Jefferson,48,,38541,2016-11-08,NY,general,State Senate
Total,Oswego,48,,48455,2016-11-08,NY,general,State Senate
Total,St.Lawrence,48,,20465,2016-11-08,NY,general,State Senate
Total,Total,48,,107461,2016-11-08,NY,general,State Senate
Chad Putman,Fulton,49,DEM,3941,2016-11-08,NY,general,State Senate
Chad Putman,Hamilton,49,DEM,660,2016-11-08,NY,general,State Senate
Chad Putman,Herkimer,49,DEM,1030,2016-11-08,NY,general,State Senate
Chad Putman,Saratoga,49,DEM,13463,2016-11-08,NY,general,State Senate
Chad Putman,Schenectady,49,DEM,16603,2016-11-08,NY,general,State Senate
Chad Putman,Total,49,DEM,35697,2016-11-08,NY,general,State Senate
James N. Tedisco,Fulton,49,REP,13465,2016-11-08,NY,general,State Senate
James N. Tedisco,Hamilton,49,REP,2023,2016-11-08,NY,general,State Senate
James N. Tedisco,Herkimer,49,REP,2932,2016-11-08,NY,general,State Senate
James N. Tedisco,Saratoga,49,REP,32456,2016-11-08,NY,general,State Senate
James N. Tedisco,Schenectady,49,REP,22190,2016-11-08,NY,general,State Senate
James N. Tedisco,Total,49,REP,73066,2016-11-08,NY,general,State Senate
James N. Tedisco,Fulton,49,CON,1376,2016-11-08,NY,general,State Senate
James N. Tedisco,Hamilton,49,CON,193,2016-11-08,NY,general,State Senate
James N. Tedisco,Herkimer,49,CON,307,2016-11-08,NY,general,State Senate
James N. Tedisco,Saratoga,49,CON,4148,2016-11-08,NY,general,State Senate
James N. Tedisco,Schenectady,49,CON,3092,2016-11-08,NY,general,State Senate
James N. Tedisco,Total,49,CON,9116,2016-11-08,NY,general,State Senate
Chad Putman,Fulton,49,WOR,300,2016-11-08,NY,general,State Senate
Chad Putman,Hamilton,49,WOR,35,2016-11-08,NY,general,State Senate
Chad Putman,Herkimer,49,WOR,117,2016-11-08,NY,general,State Senate
Chad Putman,Saratoga,49,WOR,882,2016-11-08,NY,general,State Senate
Chad Putman,Schenectady,49,WOR,980,2016-11-08,NY,general,State Senate
Chad Putman,Total,49,WOR,2314,2016-11-08,NY,general,State Senate
James N. Tedisco,Fulton,49,IND,523,2016-11-08,NY,general,State Senate
James N. Tedisco,Hamilton,49,IND,63,2016-11-08,NY,general,State Senate
James N. Tedisco,Herkimer,49,IND,127,2016-11-08,NY,general,State Senate
James N. Tedisco,Saratoga,49,IND,1965,2016-11-08,NY,general,State Senate
James N. Tedisco,Schenectady,49,IND,1633,2016-11-08,NY,general,State Senate
James N. Tedisco,Total,49,IND,4311,2016-11-08,NY,general,State Senate
Chad Putman,Fulton,49,WEP,111,2016-11-08,NY,general,State Senate
Chad Putman,Hamilton,49,WEP,18,2016-11-08,NY,general,State Senate
Chad Putman,Herkimer,49,WEP,31,2016-11-08,NY,general,State Senate
Chad Putman,Saratoga,49,WEP,356,2016-11-08,NY,general,State Senate
Chad Putman,Schenectady,49,WEP,357,2016-11-08,NY,general,State Senate
Chad Putman,Total,49,WEP,873,2016-11-08,NY,general,State Senate
James N. Tedisco,Fulton,49,REF,81,2016-11-08,NY,general,State Senate
James N. Tedisco,Hamilton,49,REF,15,2016-11-08,NY,general,State Senate
James N. Tedisco,Herkimer,49,REF,22,2016-11-08,NY,general,State Senate
James N. Tedisco,Saratoga,49,REF,253,2016-11-08,NY,general,State Senate
James N. Tedisco,Schenectady,49,REF,192,2016-11-08,NY,general,State Senate
James N. Tedisco,Total,49,REF,563,2016-11-08,NY,general,State Senate
Blank,Fulton,49,,1644,2016-11-08,NY,general,State Senate
Blank,Hamilton,49,,267,2016-11-08,NY,general,State Senate
Blank,Herkimer,49,,931,2016-11-08,NY,general,State Senate
Blank,Saratoga,49,,2855,2016-11-08,NY,general,State Senate
Blank,Schenectady,49,,2015,2016-11-08,NY,general,State Senate
Blank,Total,49,,7712,2016-11-08,NY,general,State Senate
Void,Fulton,49,,12,2016-11-08,NY,general,State Senate
Void,Hamilton,49,,0,2016-11-08,NY,general,State Senate
Void,Herkimer,49,,3,2016-11-08,NY,general,State Senate
Void,Saratoga,49,,0,2016-11-08,NY,general,State Senate
Void,Schenectady,49,,26,2016-11-08,NY,general,State Senate
Void,Total,49,,41,2016-11-08,NY,general,State Senate
Scattering,Fulton,49,,10,2016-11-08,NY,general,State Senate
Scattering,Hamilton,49,,3,2016-11-08,NY,general,State Senate
Scattering,Herkimer,49,,4,2016-11-08,NY,general,State Senate
Scattering,Saratoga,49,,16,2016-11-08,NY,general,State Senate
Scattering,Schenectady,49,,24,2016-11-08,NY,general,State Senate
Scattering,Total,49,,57,2016-11-08,NY,general,State Senate
Total,Fulton,49,,21463,2016-11-08,NY,general,State Senate
Total,Hamilton,49,,3277,2016-11-08,NY,general,State Senate
Total,Herkimer,49,,5504,2016-11-08,NY,general,State Senate
Total,Saratoga,49,,56394,2016-11-08,NY,general,State Senate
Total,Schenectady,49,,47112,2016-11-08,NY,general,State Senate
Total,Total,49,,133750,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Cayuga,50,REP,6910,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,REP,78617,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Total,50,REP,85527,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Cayuga,50,CON,1001,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,CON,10231,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Total,50,CON,11232,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Cayuga,50,IND,889,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,IND,11176,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Total,50,IND,12065,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Cayuga,50,REF,124,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,REF,1141,2016-11-08,NY,general,State Senate
John A. DeFrancisco,Total,50,REF,1265,2016-11-08,NY,general,State Senate
Blank,Cayuga,50,,3325,2016-11-08,NY,general,State Senate
Blank,Onondaga,50,,29989,2016-11-08,NY,general,State Senate
Blank,Total,50,,33314,2016-11-08,NY,general,State Senate
Void,Cayuga,50,,1,2016-11-08,NY,general,State Senate
Void,Onondaga,50,,0,2016-11-08,NY,general,State Senate
Void,Total,50,,1,2016-11-08,NY,general,State Senate
Scattering,Cayuga,50,,63,2016-11-08,NY,general,State Senate
Scattering,Onondaga,50,,977,2016-11-08,NY,general,State Senate
Scattering,Total,50,,1040,2016-11-08,NY,general,State Senate
Total,Cayuga,50,,12313,2016-11-08,NY,general,State Senate
Total,Onondaga,50,,132131,2016-11-08,NY,general,State Senate
Total,Total,50,,144444,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Cortland,51,DEM,4776,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Otsego,51,DEM,5779,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Schoharie,51,DEM,2541,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Cayuga,51,DEM,1208,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Chenango,51,DEM,1115,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Delaware,51,DEM,2605,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Herkimer,51,DEM,3080,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Tompkins,51,DEM,5482,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Ulster,51,DEM,3313,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Total,51,DEM,29899,2016-11-08,NY,general,State Senate
James L. Seward,Cortland,51,REP,11634,2016-11-08,NY,general,State Senate
James L. Seward,Otsego,51,REP,15565,2016-11-08,NY,general,State Senate
James L. Seward,Schoharie,51,REP,8495,2016-11-08,NY,general,State Senate
James L. Seward,Cayuga,51,REP,3403,2016-11-08,NY,general,State Senate
James L. Seward,Chenango,51,REP,3627,2016-11-08,NY,general,State Senate
James L. Seward,Delaware,51,REP,6907,2016-11-08,NY,general,State Senate
James L. Seward,Herkimer,51,REP,12871,2016-11-08,NY,general,State Senate
James L. Seward,Tompkins,51,REP,5158,2016-11-08,NY,general,State Senate
James L. Seward,Ulster,51,REP,2736,2016-11-08,NY,general,State Senate
James L. Seward,Total,51,REP,70396,2016-11-08,NY,general,State Senate
James L. Seward,Cortland,51,CON,1315,2016-11-08,NY,general,State Senate
James L. Seward,Otsego,51,CON,1518,2016-11-08,NY,general,State Senate
James L. Seward,Schoharie,51,CON,1318,2016-11-08,NY,general,State Senate
James L. Seward,Cayuga,51,CON,417,2016-11-08,NY,general,State Senate
James L. Seward,Chenango,51,CON,438,2016-11-08,NY,general,State Senate
James L. Seward,Delaware,51,CON,743,2016-11-08,NY,general,State Senate
James L. Seward,Herkimer,51,CON,1527,2016-11-08,NY,general,State Senate
James L. Seward,Tompkins,51,CON,607,2016-11-08,NY,general,State Senate
James L. Seward,Ulster,51,CON,535,2016-11-08,NY,general,State Senate
James L. Seward,Total,51,CON,8418,2016-11-08,NY,general,State Senate
James L. Seward,Cortland,51,IND,769,2016-11-08,NY,general,State Senate
James L. Seward,Otsego,51,IND,1251,2016-11-08,NY,general,State Senate
James L. Seward,Schoharie,51,IND,624,2016-11-08,NY,general,State Senate
James L. Seward,Cayuga,51,IND,234,2016-11-08,NY,general,State Senate
James L. Seward,Chenango,51,IND,176,2016-11-08,NY,general,State Senate
James L. Seward,Delaware,51,IND,430,2016-11-08,NY,general,State Senate
James L. Seward,Herkimer,51,IND,797,2016-11-08,NY,general,State Senate
James L. Seward,Tompkins,51,IND,532,2016-11-08,NY,general,State Senate
James L. Seward,Ulster,51,IND,213,2016-11-08,NY,general,State Senate
James L. Seward,Total,51,IND,5026,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Cortland,51,WEP,332,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Otsego,51,WEP,388,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Schoharie,51,WEP,163,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Cayuga,51,WEP,56,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Chenango,51,WEP,87,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Delaware,51,WEP,169,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Herkimer,51,WEP,244,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Tompkins,51,WEP,427,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Ulster,51,WEP,225,2016-11-08,NY,general,State Senate
Jermaine Bagnall-Graham,Total,51,WEP,2091,2016-11-08,NY,general,State Senate
James L. Seward,Cortland,51,REF,162,2016-11-08,NY,general,State Senate
James L. Seward,Otsego,51,REF,167,2016-11-08,NY,general,State Senate
James L. Seward,Schoharie,51,REF,64,2016-11-08,NY,general,State Senate
James L. Seward,Cayuga,51,REF,32,2016-11-08,NY,general,State Senate
James L. Seward,Chenango,51,REF,64,2016-11-08,NY,general,State Senate
James L. Seward,Delaware,51,REF,51,2016-11-08,NY,general,State Senate
James L. Seward,Herkimer,51,REF,249,2016-11-08,NY,general,State Senate
James L. Seward,Tompkins,51,REF,67,2016-11-08,NY,general,State Senate
James L. Seward,Ulster,51,REF,30,2016-11-08,NY,general,State Senate
James L. Seward,Total,51,REF,886,2016-11-08,NY,general,State Senate
Blank,Cortland,51,,1462,2016-11-08,NY,general,State Senate
Blank,Otsego,51,,1242,2016-11-08,NY,general,State Senate
Blank,Schoharie,51,,948,2016-11-08,NY,general,State Senate
Blank,Cayuga,51,,429,2016-11-08,NY,general,State Senate
Blank,Chenango,51,,412,2016-11-08,NY,general,State Senate
Blank,Delaware,51,,738,2016-11-08,NY,general,State Senate
Blank,Herkimer,51,,2408,2016-11-08,NY,general,State Senate
Blank,Tompkins,51,,875,2016-11-08,NY,general,State Senate
Blank,Ulster,51,,778,2016-11-08,NY,general,State Senate
Blank,Total,51,,9292,2016-11-08,NY,general,State Senate
Void,Cortland,51,,0,2016-11-08,NY,general,State Senate
Void,Otsego,51,,12,2016-11-08,NY,general,State Senate
Void,Schoharie,51,,2,2016-11-08,NY,general,State Senate
Void,Cayuga,51,,0,2016-11-08,NY,general,State Senate
Void,Chenango,51,,5,2016-11-08,NY,general,State Senate
Void,Delaware,51,,2,2016-11-08,NY,general,State Senate
Void,Herkimer,51,,11,2016-11-08,NY,general,State Senate
Void,Tompkins,51,,2,2016-11-08,NY,general,State Senate
Void,Ulster,51,,9,2016-11-08,NY,general,State Senate
Void,Total,51,,43,2016-11-08,NY,general,State Senate
Scattering,Cortland,51,,3,2016-11-08,NY,general,State Senate
Scattering,Otsego,51,,14,2016-11-08,NY,general,State Senate
Scattering,Schoharie,51,,10,2016-11-08,NY,general,State Senate
Scattering,Cayuga,51,,2,2016-11-08,NY,general,State Senate
Scattering,Chenango,51,,3,2016-11-08,NY,general,State Senate
Scattering,Delaware,51,,3,2016-11-08,NY,general,State Senate
Scattering,Herkimer,51,,11,2016-11-08,NY,general,State Senate
Scattering,Tompkins,51,,13,2016-11-08,NY,general,State Senate
Scattering,Ulster,51,,6,2016-11-08,NY,general,State Senate
Scattering,Total,51,,65,2016-11-08,NY,general,State Senate
Total,Cortland,51,,20453,2016-11-08,NY,general,State Senate
Total,Otsego,51,,25936,2016-11-08,NY,general,State Senate
Total,Schoharie,51,,14165,2016-11-08,NY,general,State Senate
Total,Cayuga,51,,5781,2016-11-08,NY,general,State Senate
Total,Chenango,51,,5927,2016-11-08,NY,general,State Senate
Total,Delaware,51,,11648,2016-11-08,NY,general,State Senate
Total,Herkimer,51,,21198,2016-11-08,NY,general,State Senate
Total,Tompkins,51,,13163,2016-11-08,NY,general,State Senate
Total,Ulster,51,,7845,2016-11-08,NY,general,State Senate
Total,Total,51,,126116,2016-11-08,NY,general,State Senate
Sharon Ball,Broome,52,DEM,20442,2016-11-08,NY,general,State Senate
Sharon Ball,Tioga,52,DEM,4334,2016-11-08,NY,general,State Senate
Sharon Ball,Chenango,52,DEM,2533,2016-11-08,NY,general,State Senate
Sharon Ball,Delaware,52,DEM,254,2016-11-08,NY,general,State Senate
Sharon Ball,Total,52,DEM,27563,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Broome,52,REP,50927,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Tioga,52,REP,14519,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Chenango,52,REP,9222,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Delaware,52,REP,1315,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Total,52,REP,75983,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Broome,52,CON,4926,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Tioga,52,CON,1287,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Chenango,52,CON,896,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Delaware,52,CON,105,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Total,52,CON,7214,2016-11-08,NY,general,State Senate
Sharon Ball,Broome,52,WOR,2219,2016-11-08,NY,general,State Senate
Sharon Ball,Tioga,52,WOR,473,2016-11-08,NY,general,State Senate
Sharon Ball,Chenango,52,WOR,274,2016-11-08,NY,general,State Senate
Sharon Ball,Delaware,52,WOR,42,2016-11-08,NY,general,State Senate
Sharon Ball,Total,52,WOR,3008,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Broome,52,IND,3322,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Tioga,52,IND,754,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Chenango,52,IND,599,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Delaware,52,IND,66,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Total,52,IND,4741,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Broome,52,REF,884,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Tioga,52,REF,156,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Chenango,52,REF,189,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Delaware,52,REF,13,2016-11-08,NY,general,State Senate
"Frederick J. Akshar, II",Total,52,REF,1242,2016-11-08,NY,general,State Senate
Blank,Broome,52,,4156,2016-11-08,NY,general,State Senate
Blank,Tioga,52,,1023,2016-11-08,NY,general,State Senate
Blank,Chenango,52,,666,2016-11-08,NY,general,State Senate
Blank,Delaware,52,,92,2016-11-08,NY,general,State Senate
Blank,Total,52,,5937,2016-11-08,NY,general,State Senate
Void,Broome,52,,49,2016-11-08,NY,general,State Senate
Void,Tioga,52,,4,2016-11-08,NY,general,State Senate
Void,Chenango,52,,4,2016-11-08,NY,general,State Senate
Void,Delaware,52,,0,2016-11-08,NY,general,State Senate
Void,Total,52,,57,2016-11-08,NY,general,State Senate
Scattering,Broome,52,,57,2016-11-08,NY,general,State Senate
Scattering,Tioga,52,,5,2016-11-08,NY,general,State Senate
Scattering,Chenango,52,,9,2016-11-08,NY,general,State Senate
Scattering,Delaware,52,,0,2016-11-08,NY,general,State Senate
Scattering,Total,52,,71,2016-11-08,NY,general,State Senate
Total,Broome,52,,86982,2016-11-08,NY,general,State Senate
Total,Tioga,52,,22555,2016-11-08,NY,general,State Senate
Total,Chenango,52,,14392,2016-11-08,NY,general,State Senate
Total,Delaware,52,,1887,2016-11-08,NY,general,State Senate
Total,Total,52,,125816,2016-11-08,NY,general,State Senate
David J. Valesky,Madison,53,DEM,15397,2016-11-08,NY,general,State Senate
David J. Valesky,Oneida,53,DEM,2745,2016-11-08,NY,general,State Senate
David J. Valesky,Onondaga,53,DEM,50712,2016-11-08,NY,general,State Senate
David J. Valesky,Total,53,DEM,68854,2016-11-08,NY,general,State Senate
David J. Valesky,Madison,53,IND,3926,2016-11-08,NY,general,State Senate
David J. Valesky,Oneida,53,IND,667,2016-11-08,NY,general,State Senate
David J. Valesky,Onondaga,53,IND,6424,2016-11-08,NY,general,State Senate
David J. Valesky,Total,53,IND,11017,2016-11-08,NY,general,State Senate
David J. Valesky,Madison,53,WEP,752,2016-11-08,NY,general,State Senate
David J. Valesky,Oneida,53,WEP,123,2016-11-08,NY,general,State Senate
