candidate,county,district,election_date,office,party,scope,state,votes
Jerrold L. Nadler,Kings,8,2010-11-02,U.S. House,DEM,general,NY,17860
Jerrold L. Nadler,New York,8,2010-11-02,U.S. House,DEM,general,NY,70898
Jerrold L. Nadler,Total,8,2010-11-02,U.S. House,DEM,general,NY,88758
Susan L. Kone,Kings,8,2010-11-02,U.S. House,REP,general,NY,15234
Susan L. Kone,New York,8,2010-11-02,U.S. House,REP,general,NY,14280
Susan L. Kone,Total,8,2010-11-02,U.S. House,REP,general,NY,29514
Susan L. Kone,Kings,8,2010-11-02,U.S. House,CON,general,NY,1604
Susan L. Kone,New York,8,2010-11-02,U.S. House,CON,general,NY,878
Susan L. Kone,Total,8,2010-11-02,U.S. House,CON,general,NY,2482
Jerrold L. Nadler,Kings,8,2010-11-02,U.S. House,WOR,general,NY,1040
Jerrold L. Nadler,New York,8,2010-11-02,U.S. House,WOR,general,NY,9041
Jerrold L. Nadler,Total,8,2010-11-02,U.S. House,WOR,general,NY,10081
Blank,Kings,8,2010-11-02,U.S. House,,general,NY,6199
Blank,New York,8,2010-11-02,U.S. House,,general,NY,5999
Blank,Total,8,2010-11-02,U.S. House,,general,NY,12198
Void,Kings,8,2010-11-02,U.S. House,,general,NY,0
Void,New York,8,2010-11-02,U.S. House,,general,NY,0
Void,Total,8,2010-11-02,U.S. House,,general,NY,0
Scattering,Kings,8,2010-11-02,U.S. House,,general,NY,12
Scattering,New York,8,2010-11-02,U.S. House,,general,NY,81
Scattering,Total,8,2010-11-02,U.S. House,,general,NY,93
Total,Kings,8,2010-11-02,U.S. House,,general,NY,41949
Total,New York,8,2010-11-02,U.S. House,,general,NY,101177
Total,Total,8,2010-11-02,U.S. House,,general,NY,143126
Anthony D. Weiner,Kings,9,2010-11-02,U.S. House,DEM,general,NY,15448
Anthony D. Weiner,Queens,9,2010-11-02,U.S. House,DEM,general,NY,45431
Anthony D. Weiner,Total,9,2010-11-02,U.S. House,DEM,general,NY,60879
Robert L. Turner,Kings,9,2010-11-02,U.S. House,REP,general,NY,13828
Robert L. Turner,Queens,9,2010-11-02,U.S. House,REP,general,NY,23922
Robert L. Turner,Total,9,2010-11-02,U.S. House,REP,general,NY,37750
Anthony D. Weiner,Kings,9,2010-11-02,U.S. House,IND,general,NY,747
Anthony D. Weiner,Queens,9,2010-11-02,U.S. House,IND,general,NY,2053
Anthony D. Weiner,Total,9,2010-11-02,U.S. House,IND,general,NY,2800
Robert L. Turner,Kings,9,2010-11-02,U.S. House,CON,general,NY,1835
Robert L. Turner,Queens,9,2010-11-02,U.S. House,CON,general,NY,3544
Robert L. Turner,Total,9,2010-11-02,U.S. House,CON,general,NY,5379
Anthony D. Weiner,Kings,9,2010-11-02,U.S. House,WOR,general,NY,835
Anthony D. Weiner,Queens,9,2010-11-02,U.S. House,WOR,general,NY,2497
Anthony D. Weiner,Total,9,2010-11-02,U.S. House,WOR,general,NY,3332
Blank,Kings,9,2010-11-02,U.S. House,,general,NY,2115
Blank,Queens,9,2010-11-02,U.S. House,,general,NY,5293
Blank,Total,9,2010-11-02,U.S. House,,general,NY,7408
Void,Kings,9,2010-11-02,U.S. House,,general,NY,0
Void,Queens,9,2010-11-02,U.S. House,,general,NY,0
Void,Total,9,2010-11-02,U.S. House,,general,NY,0
Scattering,Kings,9,2010-11-02,U.S. House,,general,NY,10
Scattering,Queens,9,2010-11-02,U.S. House,,general,NY,55
Scattering,Total,9,2010-11-02,U.S. House,,general,NY,65
Total,Kings,9,2010-11-02,U.S. House,,general,NY,34818
Total,Queens,9,2010-11-02,U.S. House,,general,NY,82795
Total,Total,9,2010-11-02,U.S. House,,general,NY,117613
Edolphus Towns,Kings,10,2010-11-02,U.S. House,DEM,general,NY,95485
Diana Muniz,Kings,10,2010-11-02,U.S. House,REP,general,NY,7419
Ernest Johnson,Kings,10,2010-11-02,U.S. House,CON,general,NY,1853
Blank,Kings,10,2010-11-02,U.S. House,,general,NY,15033
Void,Kings,10,2010-11-02,U.S. House,,general,NY,0
Scattering,Kings,10,2010-11-02,U.S. House,,general,NY,82
Total,Kings,10,2010-11-02,U.S. House,,general,NY,119872
Yvette D. Clarke,Kings,11,2010-11-02,U.S. House,DEM,general,NY,89973
Hugh C. Carr,Kings,11,2010-11-02,U.S. House,REP,general,NY,9119
Hugh C. Carr,Kings,11,2010-11-02,U.S. House,CON,general,NY,1739
Yvette D. Clarke,Kings,11,2010-11-02,U.S. House,WOR,general,NY,14324
Blank,Kings,11,2010-11-02,U.S. House,,general,NY,9715
Void,Kings,11,2010-11-02,U.S. House,,general,NY,0
Scattering,Kings,11,2010-11-02,U.S. House,,general,NY,44
Total,Kings,11,2010-11-02,U.S. House,,general,NY,124914
Nydia M Velazquez,Kings,12,2010-11-02,U.S. House,DEM,general,NY,41490
Nydia M Velazquez,New York,12,2010-11-02,U.S. House,DEM,general,NY,11032
Nydia M Velazquez,Queens,12,2010-11-02,U.S. House,DEM,general,NY,8064
Nydia M Velazquez,Total,12,2010-11-02,U.S. House,DEM,general,NY,60586
Alice Gaffney,Kings,12,2010-11-02,U.S. House,CON,general,NY,2702
Alice Gaffney,New York,12,2010-11-02,U.S. House,CON,general,NY,566
Alice Gaffney,Queens,12,2010-11-02,U.S. House,CON,general,NY,1214
Alice Gaffney,Total,12,2010-11-02,U.S. House,CON,general,NY,4482
Nydia M. Velazquez,Kings,12,2010-11-02,U.S. House,WOR,general,NY,6309
Nydia M. Velazquez,New York,12,2010-11-02,U.S. House,WOR,general,NY,1001
Nydia M. Velazquez,Queens,12,2010-11-02,U.S. House,WOR,general,NY,728
Nydia M. Velazquez,Total,12,2010-11-02,U.S. House,WOR,general,NY,8038
Blank,Kings,12,2010-11-02,U.S. House,,general,NY,7565
Blank,New York,12,2010-11-02,U.S. House,,general,NY,3102
Blank,Queens,12,2010-11-02,U.S. House,,general,NY,2921
Blank,Total,12,2010-11-02,U.S. House,,general,NY,13588
Void,Kings,12,2010-11-02,U.S. House,,general,NY,0
Void,New York,12,2010-11-02,U.S. House,,general,NY,0
Void,Queens,12,2010-11-02,U.S. House,,general,NY,0
Void,Total,12,2010-11-02,U.S. House,,general,NY,0
Scattering,Kings,12,2010-11-02,U.S. House,,general,NY,28
Scattering,New York,12,2010-11-02,U.S. House,,general,NY,16
Scattering,Queens,12,2010-11-02,U.S. House,,general,NY,15
Scattering,Total,12,2010-11-02,U.S. House,,general,NY,59
Total,Kings,12,2010-11-02,U.S. House,,general,NY,58094
Total,New York,12,2010-11-02,U.S. House,,general,NY,15717
Total,Queens,12,2010-11-02,U.S. House,,general,NY,12942
Total,Total,12,2010-11-02,U.S. House,,general,NY,86753
Michael E. McMahon,Richmond,13,2010-11-02,U.S. House,DEM,general,NY,41637
Michael E. McMahon,Kings,13,2010-11-02,U.S. House,DEM,general,NY,14775
Michael E. McMahon,Total,13,2010-11-02,U.S. House,DEM,general,NY,56412
Michael G. Grimm,Richmond,13,2010-11-02,U.S. House,REP,general,NY,44029
Michael G. Grimm,Kings,13,2010-11-02,U.S. House,REP,general,NY,11793
Michael G. Grimm,Total,13,2010-11-02,U.S. House,REP,general,NY,55822
Michael E. McMahon,Richmond,13,2010-11-02,U.S. House,IND,general,NY,3522
Michael E. McMahon,Kings,13,2010-11-02,U.S. House,IND,general,NY,839
Michael E. McMahon,Total,13,2010-11-02,U.S. House,IND,general,NY,4361
Michael G. Grimm,Richmond,13,2010-11-02,U.S. House,CON,general,NY,7188
Michael G. Grimm,Kings,13,2010-11-02,U.S. House,CON,general,NY,2016
Michael G. Grimm,Total,13,2010-11-02,U.S. House,CON,general,NY,9204
Tom Vendittelli,Richmond,13,2010-11-02,U.S. House,LBT,general,NY,691
Tom Vendittelli,Kings,13,2010-11-02,U.S. House,LBT,general,NY,238
Tom Vendittelli,Total,13,2010-11-02,U.S. House,LBT,general,NY,929
Blank,Richmond,13,2010-11-02,U.S. House,,general,NY,2236
Blank,Kings,13,2010-11-02,U.S. House,,general,NY,2392
Blank,Total,13,2010-11-02,U.S. House,,general,NY,4628
Void,Richmond,13,2010-11-02,U.S. House,,general,NY,0
Void,Kings,13,2010-11-02,U.S. House,,general,NY,0
Void,Total,13,2010-11-02,U.S. House,,general,NY,0
Scattering,Richmond,13,2010-11-02,U.S. House,,general,NY,67
Scattering,Kings,13,2010-11-02,U.S. House,,general,NY,5
Scattering,Total,13,2010-11-02,U.S. House,,general,NY,72
Total,Richmond,13,2010-11-02,U.S. House,,general,NY,99370
Total,Kings,13,2010-11-02,U.S. House,,general,NY,32058
Total,Total,13,2010-11-02,U.S. House,,general,NY,131428
Carolyn B. Maloney,New York,14,2010-11-02,U.S. House,DEM,general,NY,78349
Carolyn B. Maloney,Queens,14,2010-11-02,U.S. House,DEM,general,NY,20604
Carolyn B. Maloney,Total,14,2010-11-02,U.S. House,DEM,general,NY,98953
David Ryan Brumberg,New York,14,2010-11-02,U.S. House,REP,general,NY,27978
David Ryan Brumberg,Queens,14,2010-11-02,U.S. House,REP,general,NY,4087
David Ryan Brumberg,Total,14,2010-11-02,U.S. House,REP,general,NY,32065
Dino L. LaVerghetta,New York,14,2010-11-02,U.S. House,IND,general,NY,1196
Dino L. LaVerghetta,Queens,14,2010-11-02,U.S. House,IND,general,NY,421
Dino L. LaVerghetta,Total,14,2010-11-02,U.S. House,IND,general,NY,1617
Timothy J. Healy,New York,14,2010-11-02,U.S. House,CON,general,NY,1383
Timothy J. Healy,Queens,14,2010-11-02,U.S. House,CON,general,NY,508
Timothy J. Healy,Total,14,2010-11-02,U.S. House,CON,general,NY,1891
Carolyn B. Maloney,New York,14,2010-11-02,U.S. House,WOR,general,NY,6347
Carolyn B. Maloney,Queens,14,2010-11-02,U.S. House,WOR,general,NY,2027
Carolyn B. Maloney,Total,14,2010-11-02,U.S. House,WOR,general,NY,8374
Blank,New York,14,2010-11-02,U.S. House,,general,NY,5313
Blank,Queens,14,2010-11-02,U.S. House,,general,NY,2126
Blank,Total,14,2010-11-02,U.S. House,,general,NY,7439
Void,New York,14,2010-11-02,U.S. House,,general,NY,0
Void,Queens,14,2010-11-02,U.S. House,,general,NY,0
Void,Total,14,2010-11-02,U.S. House,,general,NY,0
Scattering,New York,14,2010-11-02,U.S. House,,general,NY,113
Scattering,Queens,14,2010-11-02,U.S. House,,general,NY,29
Scattering,Total,14,2010-11-02,U.S. House,,general,NY,142
Total,New York,14,2010-11-02,U.S. House,,general,NY,120679
Total,Queens,14,2010-11-02,U.S. House,,general,NY,29802
Total,Total,14,2010-11-02,U.S. House,,general,NY,150481
Charles B. Rangel,Bronx,15,2010-11-02,U.S. House,DEM,general,NY,0
Charles B. Rangel,New York,15,2010-11-02,U.S. House,DEM,general,NY,83633
Charles B. Rangel,Queens,15,2010-11-02,U.S. House,DEM,general,NY,0
Charles B. Rangel,Total,15,2010-11-02,U.S. House,DEM,general,NY,83633
Michel J. Faulkner,Bronx,15,2010-11-02,U.S. House,REP,general,NY,0
Michel J. Faulkner,New York,15,2010-11-02,U.S. House,REP,general,NY,10678
Michel J. Faulkner,Queens,15,2010-11-02,U.S. House,REP,general,NY,0
Michel J. Faulkner,Total,15,2010-11-02,U.S. House,REP,general,NY,10678
Craig Schley,Bronx,15,2010-11-02,U.S. House,IND,general,NY,0
Craig Schley,New York,15,2010-11-02,U.S. House,IND,general,NY,6865
Craig Schley,Queens,15,2010-11-02,U.S. House,IND,general,NY,0
Craig Schley,Total,15,2010-11-02,U.S. House,IND,general,NY,6865
Michel J. Faulkner,Bronx,15,2010-11-02,U.S. House,CON,general,NY,0
Michel J. Faulkner,New York,15,2010-11-02,U.S. House,CON,general,NY,1076
Michel J. Faulkner,Queens,15,2010-11-02,U.S. House,CON,general,NY,0
Michel J. Faulkner,Total,15,2010-11-02,U.S. House,CON,general,NY,1076
Charles B. Rangel,Bronx,15,2010-11-02,U.S. House,WOR,general,NY,0
Charles B. Rangel,New York,15,2010-11-02,U.S. House,WOR,general,NY,7592
Charles B. Rangel,Queens,15,2010-11-02,U.S. House,WOR,general,NY,0
Charles B. Rangel,Total,15,2010-11-02,U.S. House,WOR,general,NY,7592
Michel J. Faulkner,Bronx,15,2010-11-02,U.S. House,JNP,general,NY,0
Michel J. Faulkner,New York,15,2010-11-02,U.S. House,JNP,general,NY,0
Michel J. Faulkner,Queens,15,2010-11-02,U.S. House,JNP,general,NY,0
Michel J. Faulkner,Total,15,2010-11-02,U.S. House,JNP,general,NY,0
Craig Schley,Bronx,15,2010-11-02,U.S. House,VPC,general,NY,0
Craig Schley,New York,15,2010-11-02,U.S. House,VPC,general,NY,938
Craig Schley,Queens,15,2010-11-02,U.S. House,VPC,general,NY,0
Craig Schley,Total,15,2010-11-02,U.S. House,VPC,general,NY,938
Roger Calero,Bronx,15,2010-11-02,U.S. House,SWP,general,NY,0
Roger Calero,New York,15,2010-11-02,U.S. House,SWP,general,NY,2647
Roger Calero,Queens,15,2010-11-02,U.S. House,SWP,general,NY,0
Roger Calero,Total,15,2010-11-02,U.S. House,SWP,general,NY,2647
Blank,Bronx,15,2010-11-02,U.S. House,,general,NY,0
Blank,New York,15,2010-11-02,U.S. House,,general,NY,13360
Blank,Queens,15,2010-11-02,U.S. House,,general,NY,0
Blank,Total,15,2010-11-02,U.S. House,,general,NY,13360
Void,Bronx,15,2010-11-02,U.S. House,,general,NY,0
Void,New York,15,2010-11-02,U.S. House,,general,NY,0
Void,Queens,15,2010-11-02,U.S. House,,general,NY,0
Void,Total,15,2010-11-02,U.S. House,,general,NY,0
Scattering,Bronx,15,2010-11-02,U.S. House,,general,NY,0
Scattering,New York,15,2010-11-02,U.S. House,,general,NY,257
Scattering,Queens,15,2010-11-02,U.S. House,,general,NY,0
Scattering,Total,15,2010-11-02,U.S. House,,general,NY,257
Total,Bronx,15,2010-11-02,U.S. House,,general,NY,0
Total,New York,15,2010-11-02,U.S. House,,general,NY,127046
Total,Queens,15,2010-11-02,U.S. House,,general,NY,0
Total,Total,15,2010-11-02,U.S. House,,general,NY,127046
Jose E. Serrano,Bronx,16,2010-11-02,U.S. House,DEM,general,NY,58478
Frank Della Valle,Bronx,16,2010-11-02,U.S. House,REP,general,NY,2257
Frank Della Valle,Bronx,16,2010-11-02,U.S. House,CON,general,NY,501
Jose E. Serrano,Bronx,16,2010-11-02,U.S. House,WOR,general,NY,3164
Blank,Bronx,16,2010-11-02,U.S. House,,general,NY,6911
Void,Bronx,16,2010-11-02,U.S. House,,general,NY,0
Scattering,Bronx,16,2010-11-02,U.S. House,,general,NY,38
Total,Bronx,16,2010-11-02,U.S. House,,general,NY,71349
Eliot L. Engel,Bronx,17,2010-11-02,U.S. House,DEM,general,NY,36504
Eliot L. Engel,Rockland,17,2010-11-02,U.S. House,DEM,general,NY,31406
Eliot L. Engel,Westchester,17,2010-11-02,U.S. House,DEM,general,NY,21788
Eliot L. Engel,Total,17,2010-11-02,U.S. House,DEM,general,NY,89698
Anthony Mele,Bronx,17,2010-11-02,U.S. House,REP,general,NY,4656
Anthony Mele,Rockland,17,2010-11-02,U.S. House,REP,general,NY,18961
Anthony Mele,Westchester,17,2010-11-02,U.S. House,REP,general,NY,6185
Anthony Mele,Total,17,2010-11-02,U.S. House,REP,general,NY,29802
York Kleinhandler,Bronx,17,2010-11-02,U.S. House,CON,general,NY,678
York Kleinhandler,Rockland,17,2010-11-02,U.S. House,CON,general,NY,4085
York Kleinhandler,Westchester,17,2010-11-02,U.S. House,CON,general,NY,901
York Kleinhandler,Total,17,2010-11-02,U.S. House,CON,general,NY,5664
Eliot L. Engel,Bronx,17,2010-11-02,U.S. House,WOR,general,NY,2583
Eliot L. Engel,Rockland,17,2010-11-02,U.S. House,WOR,general,NY,1888
Eliot L. Engel,Westchester,17,2010-11-02,U.S. House,WOR,general,NY,1180
Eliot L. Engel,Total,17,2010-11-02,U.S. House,WOR,general,NY,5651
Blank,Bronx,17,2010-11-02,U.S. House,,general,NY,4215
Blank,Rockland,17,2010-11-02,U.S. House,,general,NY,3990
Blank,Westchester,17,2010-11-02,U.S. House,,general,NY,3378
Blank,Total,17,2010-11-02,U.S. House,,general,NY,11583
Void,Bronx,17,2010-11-02,U.S. House,,general,NY,0
Void,Rockland,17,2010-11-02,U.S. House,,general,NY,40
Void,Westchester,17,2010-11-02,U.S. House,,general,NY,0
Void,Total,17,2010-11-02,U.S. House,,general,NY,40
Scattering,Bronx,17,2010-11-02,U.S. House,,general,NY,25
Scattering,Rockland,17,2010-11-02,U.S. House,,general,NY,57
Scattering,Westchester,17,2010-11-02,U.S. House,,general,NY,12
Scattering,Total,17,2010-11-02,U.S. House,,general,NY,94
Total,Bronx,17,2010-11-02,U.S. House,,general,NY,48661
Total,Rockland,17,2010-11-02,U.S. House,,general,NY,60427
Total,Westchester,17,2010-11-02,U.S. House,,general,NY,33444
Total,Total,17,2010-11-02,U.S. House,,general,NY,142532
Nita M. Lowey,Rockland,18,2010-11-02,U.S. House,DEM,general,NY,9395
Nita M. Lowey,Westchester,18,2010-11-02,U.S. House,DEM,general,NY,94700
Nita M. Lowey,Total,18,2010-11-02,U.S. House,DEM,general,NY,104095
Jim Russell,Rockland,18,2010-11-02,U.S. House,REP,general,NY,6142
Jim Russell,Westchester,18,2010-11-02,U.S. House,REP,general,NY,54012
Jim Russell,Total,18,2010-11-02,U.S. House,REP,general,NY,60154
Nita M. Lowey,Rockland,18,2010-11-02,U.S. House,IND,general,NY,566
Nita M. Lowey,Westchester,18,2010-11-02,U.S. House,IND,general,NY,5101
Nita M. Lowey,Total,18,2010-11-02,U.S. House,IND,general,NY,5667
