candidate,county,district,party,votes,election_date,state,scope,office
Blank,Bronx,36,,9826,2012-11-06,NY,general,State Senate
Blank,Westchester,36,,3051,2012-11-06,NY,general,State Senate
Blank,Total,36,,12877,2012-11-06,NY,general,State Senate
Void,Bronx,36,,0,2012-11-06,NY,general,State Senate
Void,Westchester,36,,0,2012-11-06,NY,general,State Senate
Void,Total,36,,0,2012-11-06,NY,general,State Senate
Scattering,Bronx,36,,17,2012-11-06,NY,general,State Senate
Scattering,Westchester,36,,5,2012-11-06,NY,general,State Senate
Scattering,Total,36,,22,2012-11-06,NY,general,State Senate
Total,Bronx,36,,78860,2012-11-06,NY,general,State Senate
Total,Westchester,36,,22792,2012-11-06,NY,general,State Senate
Total,Total,36,,101652,2012-11-06,NY,general,State Senate
George S. Latimer,Westchester,37,DEM,61010,2012-11-06,NY,general,State Senate
Bob Cohen,Westchester,37,REP,48125,2012-11-06,NY,general,State Senate
Bob Cohen,Westchester,37,CON,4522,2012-11-06,NY,general,State Senate
George S. Latimer,Westchester,37,WOR,3226,2012-11-06,NY,general,State Senate
Bob Cohen,Westchester,37,IND,1927,2012-11-06,NY,general,State Senate
Blank,Westchester,37,,11924,2012-11-06,NY,general,State Senate
Void,Westchester,37,,0,2012-11-06,NY,general,State Senate
Scattering,Westchester,37,,40,2012-11-06,NY,general,State Senate
Total,Westchester,37,,130774,2012-11-06,NY,general,State Senate
David Carlucci,Rockland,38,DEM,60392,2012-11-06,NY,general,State Senate
David Carlucci,Westchester,38,DEM,8132,2012-11-06,NY,general,State Senate
David Carlucci,Total,38,DEM,68524,2012-11-06,NY,general,State Senate
Janis A. Castaldi,Rockland,38,REP,27500,2012-11-06,NY,general,State Senate
Janis A. Castaldi,Westchester,38,REP,3960,2012-11-06,NY,general,State Senate
Janis A. Castaldi,Total,38,REP,31460,2012-11-06,NY,general,State Senate
David Carlucci,Rockland,38,WOR,3628,2012-11-06,NY,general,State Senate
David Carlucci,Westchester,38,WOR,459,2012-11-06,NY,general,State Senate
David Carlucci,Total,38,WOR,4087,2012-11-06,NY,general,State Senate
David Carlucci,Rockland,38,IND,2592,2012-11-06,NY,general,State Senate
David Carlucci,Westchester,38,IND,225,2012-11-06,NY,general,State Senate
David Carlucci,Total,38,IND,2817,2012-11-06,NY,general,State Senate
Blank,Rockland,38,,10381,2012-11-06,NY,general,State Senate
Blank,Westchester,38,,1767,2012-11-06,NY,general,State Senate
Blank,Total,38,,12148,2012-11-06,NY,general,State Senate
Void,Rockland,38,,77,2012-11-06,NY,general,State Senate
Void,Westchester,38,,0,2012-11-06,NY,general,State Senate
Void,Total,38,,77,2012-11-06,NY,general,State Senate
Scattering,Rockland,38,,364,2012-11-06,NY,general,State Senate
Scattering,Westchester,38,,4,2012-11-06,NY,general,State Senate
Scattering,Total,38,,368,2012-11-06,NY,general,State Senate
Total,Rockland,38,,104934,2012-11-06,NY,general,State Senate
Total,Westchester,38,,14547,2012-11-06,NY,general,State Senate
Total,Total,38,,119481,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Orange,39,DEM,34395,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Rockland,39,DEM,9026,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Ulster,39,DEM,2705,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Total,39,DEM,46126,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,REP,35470,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,REP,6903,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,REP,3569,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,REP,45942,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,CON,5157,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,CON,1190,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,CON,375,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,CON,6722,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Orange,39,WOR,2797,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Rockland,39,WOR,527,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Ulster,39,WOR,296,2012-11-06,NY,general,State Senate
Christopher W. Eachus,Total,39,WOR,3620,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,IND,1610,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Rockland,39,IND,388,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,IND,259,2012-11-06,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,IND,2257,2012-11-06,NY,general,State Senate
Blank,Orange,39,,5440,2012-11-06,NY,general,State Senate
Blank,Rockland,39,,2745,2012-11-06,NY,general,State Senate
Blank,Ulster,39,,404,2012-11-06,NY,general,State Senate
Blank,Total,39,,8589,2012-11-06,NY,general,State Senate
Void,Orange,39,,22,2012-11-06,NY,general,State Senate
Void,Rockland,39,,9,2012-11-06,NY,general,State Senate
Void,Ulster,39,,12,2012-11-06,NY,general,State Senate
Void,Total,39,,43,2012-11-06,NY,general,State Senate
Scattering,Orange,39,,31,2012-11-06,NY,general,State Senate
Scattering,Rockland,39,,16,2012-11-06,NY,general,State Senate
Scattering,Ulster,39,,3,2012-11-06,NY,general,State Senate
Scattering,Total,39,,50,2012-11-06,NY,general,State Senate
Total,Orange,39,,84922,2012-11-06,NY,general,State Senate
Total,Rockland,39,,20804,2012-11-06,NY,general,State Senate
Total,Ulster,39,,7623,2012-11-06,NY,general,State Senate
Total,Total,39,,113349,2012-11-06,NY,general,State Senate
Justin R. Wagner,Dutchess,40,DEM,3078,2012-11-06,NY,general,State Senate
Justin R. Wagner,Putnam,40,DEM,9300,2012-11-06,NY,general,State Senate
Justin R. Wagner,Westchester,40,DEM,44986,2012-11-06,NY,general,State Senate
Justin R. Wagner,Total,40,DEM,57364,2012-11-06,NY,general,State Senate
Gregory R. Ball,Dutchess,40,REP,4370,2012-11-06,NY,general,State Senate
Gregory R. Ball,Putnam,40,REP,12827,2012-11-06,NY,general,State Senate
Gregory R. Ball,Westchester,40,REP,37454,2012-11-06,NY,general,State Senate
Gregory R. Ball,Total,40,REP,54651,2012-11-06,NY,general,State Senate
Gregory R. Ball,Dutchess,40,CON,768,2012-11-06,NY,general,State Senate
Gregory R. Ball,Putnam,40,CON,2191,2012-11-06,NY,general,State Senate
Gregory R. Ball,Westchester,40,CON,4638,2012-11-06,NY,general,State Senate
Gregory R. Ball,Total,40,CON,7597,2012-11-06,NY,general,State Senate
Justin R. Wagner,Dutchess,40,WOR,280,2012-11-06,NY,general,State Senate
Justin R. Wagner,Putnam,40,WOR,943,2012-11-06,NY,general,State Senate
Justin R. Wagner,Westchester,40,WOR,2293,2012-11-06,NY,general,State Senate
Justin R. Wagner,Total,40,WOR,3516,2012-11-06,NY,general,State Senate
Gregory R. Ball,Dutchess,40,IND,325,2012-11-06,NY,general,State Senate
Gregory R. Ball,Putnam,40,IND,743,2012-11-06,NY,general,State Senate
Gregory R. Ball,Westchester,40,IND,1675,2012-11-06,NY,general,State Senate
Gregory R. Ball,Total,40,IND,2743,2012-11-06,NY,general,State Senate
Justin R. Wagner,Dutchess,40,GRN,107,2012-11-06,NY,general,State Senate
Justin R. Wagner,Putnam,40,GRN,233,2012-11-06,NY,general,State Senate
Justin R. Wagner,Westchester,40,GRN,1105,2012-11-06,NY,general,State Senate
Justin R. Wagner,Total,40,GRN,1445,2012-11-06,NY,general,State Senate
Blank,Dutchess,40,,577,2012-11-06,NY,general,State Senate
Blank,Putnam,40,,1638,2012-11-06,NY,general,State Senate
Blank,Westchester,40,,7318,2012-11-06,NY,general,State Senate
Blank,Total,40,,9533,2012-11-06,NY,general,State Senate
Void,Dutchess,40,,1,2012-11-06,NY,general,State Senate
Void,Putnam,40,,0,2012-11-06,NY,general,State Senate
Void,Westchester,40,,0,2012-11-06,NY,general,State Senate
Void,Total,40,,1,2012-11-06,NY,general,State Senate
Scattering,Dutchess,40,,3,2012-11-06,NY,general,State Senate
Scattering,Putnam,40,,14,2012-11-06,NY,general,State Senate
Scattering,Westchester,40,,28,2012-11-06,NY,general,State Senate
Scattering,Total,40,,45,2012-11-06,NY,general,State Senate
Total,Dutchess,40,,9509,2012-11-06,NY,general,State Senate
Total,Putnam,40,,27889,2012-11-06,NY,general,State Senate
Total,Westchester,40,,99497,2012-11-06,NY,general,State Senate
Total,Total,40,,136895,2012-11-06,NY,general,State Senate
Terry W. Gipson,Dutchess,41,DEM,42135,2012-11-06,NY,general,State Senate
Terry W. Gipson,Putnam,41,DEM,6179,2012-11-06,NY,general,State Senate
Terry W. Gipson,Total,41,DEM,48314,2012-11-06,NY,general,State Senate
Stephen M. Saland,Dutchess,41,REP,41652,2012-11-06,NY,general,State Senate
Stephen M. Saland,Putnam,41,REP,5510,2012-11-06,NY,general,State Senate
Stephen M. Saland,Total,41,REP,47162,2012-11-06,NY,general,State Senate
Neil A. DiCarlo,Dutchess,41,CON,15202,2012-11-06,NY,general,State Senate
Neil A. DiCarlo,Putnam,41,CON,2098,2012-11-06,NY,general,State Senate
Neil A. DiCarlo,Total,41,CON,17300,2012-11-06,NY,general,State Senate
Terry W. Gipson,Dutchess,41,WOR,4634,2012-11-06,NY,general,State Senate
Terry W. Gipson,Putnam,41,WOR,614,2012-11-06,NY,general,State Senate
Terry W. Gipson,Total,41,WOR,5248,2012-11-06,NY,general,State Senate
Stephen M. Saland,Dutchess,41,IND,3802,2012-11-06,NY,general,State Senate
Stephen M. Saland,Putnam,41,IND,502,2012-11-06,NY,general,State Senate
Stephen M. Saland,Total,41,IND,4304,2012-11-06,NY,general,State Senate
Blank,Dutchess,41,,7666,2012-11-06,NY,general,State Senate
Blank,Putnam,41,,1705,2012-11-06,NY,general,State Senate
Blank,Total,41,,9371,2012-11-06,NY,general,State Senate
Void,Dutchess,41,,9,2012-11-06,NY,general,State Senate
Void,Putnam,41,,0,2012-11-06,NY,general,State Senate
Void,Total,41,,9,2012-11-06,NY,general,State Senate
Scattering,Dutchess,41,,31,2012-11-06,NY,general,State Senate
Scattering,Putnam,41,,6,2012-11-06,NY,general,State Senate
Scattering,Total,41,,37,2012-11-06,NY,general,State Senate
Total,Dutchess,41,,115131,2012-11-06,NY,general,State Senate
Total,Putnam,41,,16614,2012-11-06,NY,general,State Senate
Total,Total,41,,131745,2012-11-06,NY,general,State Senate
John J. Bonacic,Sullivan,42,REP,13143,2012-11-06,NY,general,State Senate
John J. Bonacic,Delaware,42,REP,3877,2012-11-06,NY,general,State Senate
John J. Bonacic,Orange,42,REP,28103,2012-11-06,NY,general,State Senate
John J. Bonacic,Ulster,42,REP,8637,2012-11-06,NY,general,State Senate
John J. Bonacic,Total,42,REP,53760,2012-11-06,NY,general,State Senate
John J. Bonacic,Sullivan,42,CON,2008,2012-11-06,NY,general,State Senate
John J. Bonacic,Delaware,42,CON,387,2012-11-06,NY,general,State Senate
John J. Bonacic,Orange,42,CON,4895,2012-11-06,NY,general,State Senate
John J. Bonacic,Ulster,42,CON,1217,2012-11-06,NY,general,State Senate
John J. Bonacic,Total,42,CON,8507,2012-11-06,NY,general,State Senate
John J. Bonacic,Sullivan,42,IND,2531,2012-11-06,NY,general,State Senate
John J. Bonacic,Delaware,42,IND,508,2012-11-06,NY,general,State Senate
John J. Bonacic,Orange,42,IND,4664,2012-11-06,NY,general,State Senate
John J. Bonacic,Ulster,42,IND,2908,2012-11-06,NY,general,State Senate
John J. Bonacic,Total,42,IND,10611,2012-11-06,NY,general,State Senate
Blank,Sullivan,42,,10966,2012-11-06,NY,general,State Senate
Blank,Delaware,42,,1391,2012-11-06,NY,general,State Senate
Blank,Orange,42,,21073,2012-11-06,NY,general,State Senate
Blank,Ulster,42,,8272,2012-11-06,NY,general,State Senate
Blank,Total,42,,41702,2012-11-06,NY,general,State Senate
Void,Sullivan,42,,30,2012-11-06,NY,general,State Senate
Void,Delaware,42,,0,2012-11-06,NY,general,State Senate
Void,Orange,42,,67,2012-11-06,NY,general,State Senate
Void,Ulster,42,,2,2012-11-06,NY,general,State Senate
Void,Total,42,,99,2012-11-06,NY,general,State Senate
Scattering,Sullivan,42,,50,2012-11-06,NY,general,State Senate
Scattering,Delaware,42,,0,2012-11-06,NY,general,State Senate
Scattering,Orange,42,,122,2012-11-06,NY,general,State Senate
Scattering,Ulster,42,,192,2012-11-06,NY,general,State Senate
Scattering,Total,42,,364,2012-11-06,NY,general,State Senate
Total,Sullivan,42,,28728,2012-11-06,NY,general,State Senate
Total,Delaware,42,,6163,2012-11-06,NY,general,State Senate
Total,Orange,42,,58924,2012-11-06,NY,general,State Senate
Total,Ulster,42,,21228,2012-11-06,NY,general,State Senate
Total,Total,42,,115043,2012-11-06,NY,general,State Senate
Robin Andrews,Columbia,43,DEM,13403,2012-11-06,NY,general,State Senate
Robin Andrews,Rensselaer,43,DEM,17145,2012-11-06,NY,general,State Senate
Robin Andrews,Saratoga,43,DEM,15866,2012-11-06,NY,general,State Senate
Robin Andrews,Washington,43,DEM,608,2012-11-06,NY,general,State Senate
Robin Andrews,Total,43,DEM,47022,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,REP,10253,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,REP,20190,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,REP,20437,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Washington,43,REP,854,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Total,43,REP,51734,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Columbia,43,CON,1773,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Rensselaer,43,CON,4006,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Saratoga,43,CON,3125,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Washington,43,CON,218,2012-11-06,NY,general,State Senate
Kathleen A. Marchione,Total,43,CON,9122,2012-11-06,NY,general,State Senate
Roy J. McDonald,Columbia,43,IND,1989,2012-11-06,NY,general,State Senate
Roy J. McDonald,Rensselaer,43,IND,8119,2012-11-06,NY,general,State Senate
Roy J. McDonald,Saratoga,43,IND,10429,2012-11-06,NY,general,State Senate
Roy J. McDonald,Washington,43,IND,392,2012-11-06,NY,general,State Senate
Roy J. McDonald,Total,43,IND,20929,2012-11-06,NY,general,State Senate
Blank,Columbia,43,,1716,2012-11-06,NY,general,State Senate
Blank,Rensselaer,43,,4305,2012-11-06,NY,general,State Senate
Blank,Saratoga,43,,3760,2012-11-06,NY,general,State Senate
Blank,Washington,43,,113,2012-11-06,NY,general,State Senate
Blank,Total,43,,9894,2012-11-06,NY,general,State Senate
Void,Columbia,43,,18,2012-11-06,NY,general,State Senate
Void,Rensselaer,43,,7,2012-11-06,NY,general,State Senate
Void,Saratoga,43,,0,2012-11-06,NY,general,State Senate
Void,Washington,43,,0,2012-11-06,NY,general,State Senate
Void,Total,43,,25,2012-11-06,NY,general,State Senate
Scattering,Columbia,43,,7,2012-11-06,NY,general,State Senate
Scattering,Rensselaer,43,,0,2012-11-06,NY,general,State Senate
Scattering,Saratoga,43,,16,2012-11-06,NY,general,State Senate
Scattering,Washington,43,,0,2012-11-06,NY,general,State Senate
Scattering,Total,43,,23,2012-11-06,NY,general,State Senate
Total,Columbia,43,,29159,2012-11-06,NY,general,State Senate
Total,Rensselaer,43,,53772,2012-11-06,NY,general,State Senate
Total,Saratoga,43,,53633,2012-11-06,NY,general,State Senate
Total,Washington,43,,2185,2012-11-06,NY,general,State Senate
Total,Total,43,,138749,2012-11-06,NY,general,State Senate
Neil D. Breslin,Albany,44,DEM,66401,2012-11-06,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,DEM,8767,2012-11-06,NY,general,State Senate
Neil D. Breslin,Total,44,DEM,75168,2012-11-06,NY,general,State Senate
Neil D. Breslin,Albany,44,WOR,4523,2012-11-06,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,WOR,845,2012-11-06,NY,general,State Senate
Neil D. Breslin,Total,44,WOR,5368,2012-11-06,NY,general,State Senate
Neil D. Breslin,Albany,44,IND,4379,2012-11-06,NY,general,State Senate
Neil D. Breslin,Rensselaer,44,IND,741,2012-11-06,NY,general,State Senate
Neil D. Breslin,Total,44,IND,5120,2012-11-06,NY,general,State Senate
"Peter A. LaVenia, Jr.",Albany,44,GRN,7742,2012-11-06,NY,general,State Senate
"Peter A. LaVenia, Jr.",Rensselaer,44,GRN,1054,2012-11-06,NY,general,State Senate
"Peter A. LaVenia, Jr.",Total,44,GRN,8796,2012-11-06,NY,general,State Senate
Blank,Albany,44,,20958,2012-11-06,NY,general,State Senate
Blank,Rensselaer,44,,3254,2012-11-06,NY,general,State Senate
Blank,Total,44,,24212,2012-11-06,NY,general,State Senate
Void,Albany,44,,26,2012-11-06,NY,general,State Senate
Void,Rensselaer,44,,2,2012-11-06,NY,general,State Senate
Void,Total,44,,28,2012-11-06,NY,general,State Senate
Scattering,Albany,44,,248,2012-11-06,NY,general,State Senate
Scattering,Rensselaer,44,,0,2012-11-06,NY,general,State Senate
Scattering,Total,44,,248,2012-11-06,NY,general,State Senate
Total,Albany,44,,104277,2012-11-06,NY,general,State Senate
Total,Rensselaer,44,,14663,2012-11-06,NY,general,State Senate
Total,Total,44,,118940,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,REP,16113,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,REP,9602,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,REP,9453,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,REP,18068,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,REP,1397,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,REP,12205,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Total,45,REP,66838,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,CON,2394,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,CON,1005,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,CON,1639,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,CON,2111,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,CON,240,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,CON,1643,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Total,45,CON,9032,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,IND,3590,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,IND,1718,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,IND,1194,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,IND,2677,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,St.Lawrence,45,IND,256,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,IND,1961,2012-11-06,NY,general,State Senate
Elizabeth O'C. Little,Total,45,IND,11396,2012-11-06,NY,general,State Senate
Blank,Clinton,45,,8716,2012-11-06,NY,general,State Senate
Blank,Essex,45,,4505,2012-11-06,NY,general,State Senate
Blank,Franklin,45,,3644,2012-11-06,NY,general,State Senate
Blank,Warren,45,,6800,2012-11-06,NY,general,State Senate
Blank,St.Lawrence,45,,922,2012-11-06,NY,general,State Senate
Blank,Washington,45,,5208,2012-11-06,NY,general,State Senate
Blank,Total,45,,29795,2012-11-06,NY,general,State Senate
Void,Clinton,45,,0,2012-11-06,NY,general,State Senate
Void,Essex,45,,0,2012-11-06,NY,general,State Senate
Void,Franklin,45,,20,2012-11-06,NY,general,State Senate
Void,Warren,45,,8,2012-11-06,NY,general,State Senate
Void,St.Lawrence,45,,0,2012-11-06,NY,general,State Senate
Void,Washington,45,,0,2012-11-06,NY,general,State Senate
Void,Total,45,,28,2012-11-06,NY,general,State Senate
Scattering,Clinton,45,,84,2012-11-06,NY,general,State Senate
Scattering,Essex,45,,56,2012-11-06,NY,general,State Senate
Scattering,Franklin,45,,52,2012-11-06,NY,general,State Senate
Scattering,Warren,45,,115,2012-11-06,NY,general,State Senate
Scattering,St.Lawrence,45,,4,2012-11-06,NY,general,State Senate
Scattering,Washington,45,,47,2012-11-06,NY,general,State Senate
Scattering,Total,45,,358,2012-11-06,NY,general,State Senate
Total,Clinton,45,,30897,2012-11-06,NY,general,State Senate
Total,Essex,45,,16886,2012-11-06,NY,general,State Senate
Total,Franklin,45,,16002,2012-11-06,NY,general,State Senate
Total,Warren,45,,29779,2012-11-06,NY,general,State Senate
Total,St.Lawrence,45,,2819,2012-11-06,NY,general,State Senate
Total,Washington,45,,21064,2012-11-06,NY,general,State Senate
Total,Total,45,,117447,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Greene,46,DEM,6948,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Montgomery,46,DEM,5545,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Albany,46,DEM,14683,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Schenectady,46,DEM,6596,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Ulster,46,DEM,21726,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Total,46,DEM,55498,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,REP,9436,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,REP,9031,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,REP,11408,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,REP,8515,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,REP,12922,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,REP,51312,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,CON,1335,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,CON,1543,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,CON,1656,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,CON,1816,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,CON,1936,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,CON,8286,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Greene,46,WOR,743,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Montgomery,46,WOR,558,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Albany,46,WOR,1209,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Schenectady,46,WOR,720,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Ulster,46,WOR,2593,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Total,46,WOR,5823,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Greene,46,IND,535,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Montgomery,46,IND,435,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Albany,46,IND,857,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Schenectady,46,IND,652,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Ulster,46,IND,1118,2012-11-06,NY,general,State Senate
"George A. Amedore, Jr.",Total,46,IND,3597,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Greene,46,GRN,263,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Montgomery,46,GRN,163,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Albany,46,GRN,476,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Schenectady,46,GRN,199,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Ulster,46,GRN,791,2012-11-06,NY,general,State Senate
Cecilia F. Tkaczyk,Total,46,GRN,1892,2012-11-06,NY,general,State Senate
Blank,Greene,46,,1824,2012-11-06,NY,general,State Senate
Blank,Montgomery,46,,1098,2012-11-06,NY,general,State Senate
Blank,Albany,46,,1562,2012-11-06,NY,general,State Senate
Blank,Schenectady,46,,886,2012-11-06,NY,general,State Senate
Blank,Ulster,46,,2654,2012-11-06,NY,general,State Senate
Blank,Total,46,,8024,2012-11-06,NY,general,State Senate
Void,Greene,46,,0,2012-11-06,NY,general,State Senate
Void,Montgomery,46,,20,2012-11-06,NY,general,State Senate
Void,Albany,46,,18,2012-11-06,NY,general,State Senate
Void,Schenectady,46,,0,2012-11-06,NY,general,State Senate
Void,Ulster,46,,4,2012-11-06,NY,general,State Senate
Void,Total,46,,42,2012-11-06,NY,general,State Senate
Scattering,Greene,46,,4,2012-11-06,NY,general,State Senate
Scattering,Montgomery,46,,7,2012-11-06,NY,general,State Senate
Scattering,Albany,46,,20,2012-11-06,NY,general,State Senate
Scattering,Schenectady,46,,6,2012-11-06,NY,general,State Senate
Scattering,Ulster,46,,20,2012-11-06,NY,general,State Senate
Scattering,Total,46,,57,2012-11-06,NY,general,State Senate
Total,Greene,46,,21088,2012-11-06,NY,general,State Senate
Total,Montgomery,46,,18400,2012-11-06,NY,general,State Senate
Total,Albany,46,,31889,2012-11-06,NY,general,State Senate
Total,Schenectady,46,,19390,2012-11-06,NY,general,State Senate
Total,Ulster,46,,43764,2012-11-06,NY,general,State Senate
Total,Total,46,,134531,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Lewis,47,REP,6694,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Oneida,47,REP,48855,2012-11-06,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,REP,7315,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Total,47,REP,62864,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Lewis,47,CON,779,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Oneida,47,CON,5623,2012-11-06,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,CON,1029,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Total,47,CON,7431,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Lewis,47,IND,858,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Oneida,47,IND,8920,2012-11-06,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,IND,1356,2012-11-06,NY,general,State Senate
Joseph A. Griffo,Total,47,IND,11134,2012-11-06,NY,general,State Senate
Blank,Lewis,47,,2327,2012-11-06,NY,general,State Senate
Blank,Oneida,47,,18804,2012-11-06,NY,general,State Senate
Blank,St.Lawrence,47,,5611,2012-11-06,NY,general,State Senate
Blank,Total,47,,26742,2012-11-06,NY,general,State Senate
Void,Lewis,47,,0,2012-11-06,NY,general,State Senate
Void,Oneida,47,,0,2012-11-06,NY,general,State Senate
Void,St.Lawrence,47,,0,2012-11-06,NY,general,State Senate
Void,Total,47,,0,2012-11-06,NY,general,State Senate
Scattering,Lewis,47,,18,2012-11-06,NY,general,State Senate
Scattering,Oneida,47,,387,2012-11-06,NY,general,State Senate
Scattering,St.Lawrence,47,,51,2012-11-06,NY,general,State Senate
Scattering,Total,47,,456,2012-11-06,NY,general,State Senate
Total,Lewis,47,,10676,2012-11-06,NY,general,State Senate
Total,Oneida,47,,82589,2012-11-06,NY,general,State Senate
Total,St.Lawrence,47,,15362,2012-11-06,NY,general,State Senate
Total,Total,47,,108627,2012-11-06,NY,general,State Senate
Amy M. Tresidder,Jefferson,48,DEM,8448,2012-11-06,NY,general,State Senate
Amy M. Tresidder,Oswego,48,DEM,12960,2012-11-06,NY,general,State Senate
